case_id,fen,category,source,variant,depth,move,engine_score_cp,depth_nodes,total_nodes,depth_elapsed_s,total_elapsed_s,run_completed_depth,run_timeout,run_elapsed_s,sf_best_move,sf_best_score,sf_candidate_score,sf_best_cp,sf_candidate_cp,sf_best_expectation,sf_candidate_expectation,cp_delta_raw,cp_loss,expectation_delta_raw,expectation_loss,mate_blunder,sign_flip,winning_to_notwinning,stat_tt_cutoffs,stat_null_tries,stat_null_cutoffs,stat_lmr_reductions,stat_lmr_researches,stat_futility_skips,stat_repetition_draws,stat_aspiration_retries,stat_material_capture_deprioritized,stat_qnodes
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,1,d5d6,9,24,24,0.0010846609948202968,0.0010858610039576888,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,2,d5d6,9,41,65,0.0014074500068090856,0.0024945110199041665,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,3,d5d6,-84,168,233,0.005417407024651766,0.007912618020782247,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,4,d5d6,-29,339,572,0.012452957016648725,0.020366475015180185,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,5,d5d6,-29,376,948,0.013963301986223087,0.034330777009017766,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,6,d5d6,11,1329,2277,0.051724558987189084,0.08605643600458279,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,baseline,7,d5d6,13,2801,5078,0.10324432500055991,0.189302161015803,7,False,0.18930396001087502,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,1,d5d6,9,24,24,0.0010656619851943105,0.0010667619935702533,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,2,d5d6,9,41,65,0.0014082499837968498,0.002475911984220147,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,3,d5d6,-84,168,233,0.00543660600669682,0.007913217996247113,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,4,d5d6,-29,339,572,0.012665148999076337,0.020579167001415044,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,5,d5d6,-29,376,948,0.013609715999336913,0.0341899830091279,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,6,d5d6,11,1329,2277,0.05125737501657568,0.08544855800573714,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null,7,d5d6,13,2801,5078,0.10183047500322573,0.18728013298823498,7,False,0.18728193300194107,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,1,d5d6,9,24,24,0.0010256629902869463,0.0010266629979014397,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,2,d5d6,9,41,65,0.0013801509921904653,0.002407713996944949,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,3,d5d6,-84,168,233,0.005437006009742618,0.007845520012779161,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,4,d5d6,-29,339,572,0.012372659984976053,0.02021898000384681,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,5,d5d6,-29,376,948,0.013655313989147544,0.0338751939998474,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,6,d5d6,11,1329,2277,0.05099318400607444,0.08486947801429778,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,null_safe,7,d5d6,13,2801,5078,0.10185787398950197,0.1867288520152215,7,False,0.1867307520005852,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,1,d5d6,9,24,24,0.00105236197123304,0.0010531619773246348,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,2,d5d6,9,41,65,0.001375951018417254,0.0024301130033563823,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,3,d5d6,-84,168,233,0.0054003080003894866,0.007831120979972184,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,4,d5d6,-29,433,666,0.014619480003602803,0.022451300988905132,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,5,d5d6,-29,638,1304,0.02550059198983945,0.047952992987120524,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,6,d5d6,13,2080,3384,0.07511212601093575,0.12306601900490932,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_lmr,7,d5d6,-2,4435,7819,0.1791239230078645,0.30219124199356884,7,False,0.30219334198045544,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,1,d5d6,9,24,24,0.0010618619853630662,0.001062961993739009,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,2,d5d6,9,41,65,0.0013814510020893067,0.0024453130026813596,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,3,d5d6,-84,168,233,0.0053787080105394125,0.007824820990208536,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,4,d5d6,-29,433,666,0.01466107799205929,0.02248679898912087,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,5,d5d6,-29,532,1198,0.020508669986156747,0.04299626898136921,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,6,d5d6,11,1396,2594,0.05243623399292119,0.09543360298266634,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,lmr_safe,7,d5d6,13,2781,5375,0.1063438139972277,0.20177841698750854,7,False,0.20178051700349897,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,383,0,0,99,1,1011,0,1,0,2078
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,1,d5d6,9,24,24,0.0010280629794579,0.001029262988595292,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,2,d5d6,9,41,65,0.001377851003780961,0.0024079139984678477,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,3,d5d6,-84,168,233,0.0053642089769709855,0.007773122983053327,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,4,d5d6,-29,365,598,0.012765246006892994,0.020539268996799365,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,5,d5d6,-29,534,1132,0.016902397997910157,0.037442667002324015,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,6,d5d6,11,1640,2772,0.055470426013926044,0.09291439299704507,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_futility,7,d5d6,13,3356,6128,0.10984409198863432,0.20275978499557823,7,False,0.20276178498170339,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,353,0,0,334,13,0,0,1,0,2547
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,1,d5d6,9,24,24,0.0010248640028294176,0.0010257639805786312,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,2,d5d6,9,41,65,0.0013841509935446084,0.0024108149809762836,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,3,d5d6,-84,168,233,0.005406807002145797,0.007818321988452226,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,4,d5d6,-29,339,572,0.012476856005378067,0.020296078000683337,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,5,d5d6,-29,376,948,0.013746510987402871,0.0340435889957007,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,6,d5d6,11,1329,2277,0.05148956799530424,0.08553405699785799,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,capture_material_order,7,d5d6,13,2801,5078,0.10265704698394984,0.18819220399018377,7,False,0.18819400400388986,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,354,0,0,334,13,522,0,1,0,2022
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,1,d5d6,9,24,24,0.00102366300416179,0.0010246630117762834,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,2,d5d6,9,41,65,0.0014002499810885638,0.002425812999717891,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,3,d5d6,-84,168,233,0.00539980799658224,0.007826321001630276,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,4,d5d6,-29,278,511,0.010633522004354745,0.018460743012838066,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,5,d5d6,-29,376,887,0.013644413993461058,0.03210605701315217,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,6,d5d6,11,1333,2220,0.051722359989071265,0.08382951701059937,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_aspiration,7,d5d6,13,2817,5037,0.10359161399537697,0.1874222310143523,7,False,0.18742403099895455,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,351,0,0,329,13,522,0,0,0,2000
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,1,d5d6,9,24,24,0.0010650619806256145,0.0010658619867172092,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,2,d5d6,9,41,65,0.0013277530088089406,0.0023947150039020926,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,3,d5d6,-84,184,249,0.005737296014558524,0.00813281099544838,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,4,d5d6,-29,315,564,0.012043770984746516,0.02017738198628649,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,5,d5d6,-29,376,940,0.01385310699697584,0.034031388990115374,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,6,d5d6,11,1393,2333,0.05460035699070431,0.08863274598843418,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_pvs,7,d5d6,13,2399,4732,0.0909710630076006,0.17960490900441073,7,False,0.17960710899205878,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,345,0,0,309,14,544,0,1,0,1871
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,1,d5d6,9,24,24,0.0010182640107814223,0.0010192640183959156,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,2,d5d6,9,41,65,0.001384650997351855,0.002404915023362264,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,3,d5d6,-84,168,233,0.005419207009254023,0.007824922009604052,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,4,d5d6,-29,433,666,0.014584180986275896,0.022410003002732992,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,5,d5d6,-29,638,1304,0.025543491006828845,0.04795439401641488,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,6,d5d6,13,2080,3384,0.0759461979905609,0.12390169201535173,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
validation_0162,8/5p2/p5p1/3K1p1p/5P1P/Pk4P1/1P6/8 w - -,late_11_16+quiet,training/data/samples/lichess_validation_250k.csv,no_null_no_lmr,7,d5d6,-2,4435,7819,0.1810044599988032,0.30490735202329233,7,False,0.30490925200865604,d5c5,+424,-541,424,-541,1.0,0.0,965.0,965.0,1.0,1.0,False,True,True,738,0,0,0,0,1362,0,1,0,2920
