k,legacy_0.999_clip_cp,target_100,target_400,target_800,target_1200,target_2000,gap_800_to_1200,gap_1200_to_2000,validation_abs_target_ge_0.90_pct,validation_abs_target_ge_0.95_pct,validation_abs_target_ge_0.99_pct,validation_mean_abs_dtarget_dcp
400.0,1520.0804669000797,0.24491866240370913,0.7615941559557649,0.9640275800758169,0.9950547536867305,0.9999092042625951,0.03102717361091356,0.004854450575864644,8.844729999863395,4.862233676819467,2.4160902687023875,0.0019238108478003978
600.0,2280.1207003501195,0.16514041292462936,0.5827829453479102,0.8700616617426719,0.9640275800758169,0.9974579674738373,0.09396591833314505,0.0334303873980204,3.2156859173720806,2.3031633205986948,1.6784223012508481,0.001409245173417856
800.0,3040.1609338001595,0.1243530017715962,0.46211715726000974,0.7615941559557649,0.9051482536448664,0.9866142981514303,0.14355409768910155,0.08146604450656392,2.1310407948600023,1.771313823078079,1.5308887077605402,0.0011118979008198965
1000.0,3800.2011672501994,0.09966799462495582,0.3799489622552249,0.6640367702678491,0.8336546070121552,0.9640275800758169,0.16961783674430608,0.1303729730636617,1.7667603171061557,1.575057715688194,1.5108532814840787,0.0009163313613556216
